"","species","tax_level","growth_form","height","seed_mass","leaf_area","leaf_area_per_mass"
"698","Potentilla pulcherrima","species","herb",NA,"0.3",NA,NA
"699","Mertensia fusiformis","species","herb",NA,NA,NA,"26.78059211"
"700","Senecio integerrimus","species","herb",NA,"0.88575",NA,"14.76881898"
"701","Helianthella quinquenervis","species","herb","0.259",NA,NA,NA
"702","Erigeron flagellaris","species","herb",NA,NA,NA,NA
"703","Amerosedum lanceolatum","species","herb",NA,NA,NA,NA
"704","Erysimum capitatum","species","herb",NA,"1.044",NA,"0.197922078"
"705","Castilleja linariifolia","species","herb",NA,"0.143",NA,NA
"706","Galium septentrionale","species","herb",NA,NA,NA,NA
"707","Mertensia ciliata","species","herb",NA,"2.99",NA,NA
"708","Pentaphylloides floribunda","species","shrub",NA,NA,NA,"6.57717774466667"
"709","Dugaldia hoopesii","family","herb","0.431684009410609","5.6517617539267","5294.61076271666","21.7654837334319"
"710","Anticlea elegans","family","herb","0.5225","9.18506060606061","15175","17.5570628718584"
"711","Erigeron coulteri","species","herb",NA,NA,NA,NA
"712","Solidago multiradiata","genus","herb","0.858184615384615","0.199257986111111","22826.8781578947","14.3532892571831"
"713","Aconitum columbianum","species","herb",NA,"1.94",NA,NA
"714","Ligusticum porteri","species","herb",NA,"4.85",NA,NA
"715","Pseudocymopterus montanus","species","herb",NA,NA,NA,NA
"716","Aquilegia coerulea","species","herb",NA,NA,NA,"19.0779549955556"
"717","Castilleja sulphurea","species","herb",NA,NA,NA,NA
"718","Erythronium grandiflorum","species","herb",NA,"4.316",NA,"17.9276180866667"
"719","Valeriana occidentalis","species","herb",NA,NA,NA,"19.8041091244444"
"720","Ranunculus inamoenus","species","herb",NA,NA,NA,NA
"721","Draba aurea","species","herb",NA,NA,NA,NA
"722","Hydrophyllum fendleri","species","herb",NA,NA,NA,NA
"723","Descurainia incana","species","herb",NA,"0.108",NA,NA
"724","Tolmachevia integrifolia","family","herb","0.116611570247934","0.0531575616438356","342.284184359375","19.8482143445902"
"725","Geranium richardsonii","species","herb",NA,NA,NA,"21.0614053122222"
"726","Delphinium barbeyi","species","herb",NA,NA,NA,NA
"727","Pyrrocoma crocea","species","herb",NA,NA,NA,NA
"728","Ligularia bigelovii","genus","herb",NA,NA,"7192.290603","86.1604814722727"
"729","Thalictrum fendleri","species","herb","0.207","0.9425",NA,"21.98708463"
"730","Pneumonanthe parryi","genus","herb",NA,NA,NA,NA
"731","Cardamine cordifolia","species","herb",NA,NA,NA,NA
"732","Heracleum sphondylium","species","herb","1.35625","7.7147","81950.6666666667","21.473155992"
"733","Campanula rotundifolia 1","species","herb","0.247489714285714","0.0559543333333333","72.3927794871795","26.5471190322581"
"734","Lomatium dissectum","species","herb",NA,NA,NA,NA
"735","Paxistima myrsinites","species","shrub","1",NA,NA,"6.45177650133333"
"736","Calochortus gunnisonii","species","herb",NA,NA,NA,NA
"737","Claytonia lanceolata","species","herb",NA,NA,NA,NA
"738","Dodecatheon pulchellum","species","herb",NA,"0.31227",NA,NA
"739","Maianthemum stellatum","species","herb",NA,NA,NA,NA
"740","Valeriana edulis","species","herb",NA,NA,NA,"12.75923682"
"741","Noccaea fendleri","species","herb",NA,NA,NA,NA
"742","Cirsium sp ","genus","herb","0.751348945355738","3.54768194382022","5529.37802954545","17.8174975036327"
"743","Symphyotrichum foliaceum","species","herb",NA,NA,NA,NA
"744","Fragaria virginiana","species","herb","0.15","0.48192125",NA,"17.3763455411111"
"745","Adenolinum lewisii","genus","herb",NA,NA,NA,NA
"746","Achillea millefolium 1","species","herb","0.121964990991892","0.186194810810811","3326.88430700323","15.1051027596197"
"747","Lupinus bakeri","species","herb",NA,NA,NA,"13.0002120022222"
"748","Collomia linearis","species","herb",NA,"1.02525",NA,NA
"749","Carex sp ","genus","herb","0.319576172207928","1.40299076485788","1307.71327729413","19.9539276040933"
"750","Oligosporus dracunculus","family","herb","0.431684009410609","5.6517617539267","5294.61076271666","21.7654837334319"
"751","Seriphidium tridentata","genus","herb","1.2","0.218",NA,NA
"752","Heliomeris multiflora","species","herb",NA,NA,NA,NA
"753","Agoseris glauca","species","herb",NA,NA,NA,NA
"754","Bromelica spectabilis","not found","NA",NA,NA,NA,NA
"755","Poa pratensis 1","species","grass","0.345505428571429","0.284569027027027","1010.462675","27.1786523841732"
"756","Carex geyeri","species","herb",NA,NA,NA,NA
"757","Poa tracyi","species","herb",NA,NA,NA,NA
"758","Polygonum aviculare","species","herb","0.7525","1.205247","166.3690009775","26.9909661179167"
"759","Bromopsis inermis","genus","herb",NA,NA,NA,NA
"760","Festuca thurberi","species","herb",NA,NA,NA,NA
"761","Achnatherum lettermanii","species","herb",NA,NA,NA,NA
"762","Antennaria pulcherrima","species","herb",NA,NA,NA,NA
"763","Bromopsis pumpelliana","genus","herb",NA,NA,NA,NA
"764","Elymus trachycaulus","species","herb","1.2","3.60299711111111",NA,NA
"765","Trisetum spicatum","species","grass","0.075","0.379",NA,NA
"766","Lupinus argenteus","species","herb","0.218","0.9274",NA,NA
"767","Osmorhiza occidentalis","species","herb",NA,"11.397",NA,"27.2412905277778"
"768","Limnorchis hyperborea","genus","herb",NA,NA,NA,NA
"769","Stellaria longifolia","species","herb","0.15",NA,"5.872337927","19.13626402"
"770","Oxypolis fendleri","species","herb",NA,NA,NA,NA
"771","Gentianopsis thermalis","species","herb",NA,NA,NA,NA
"772","Swertia perennis","species","herb","0.26",NA,NA,NA
"773","Acer campestre","species","tree","13.1394736842105","110.945321529412","4741.5","12.8478128282563"
"774","Acer platanoides 1","species","tree","15.6747082251082","156.68577025","5748.38","15.3094840467304"
"775","Acer pseudoplatanus","species","tree","16.100989010989","93.3927255384615","8365.18","14.6957418110658"
"776","Achillea millefolium 2","species","herb","0.121964990991892","0.186194810810811","3326.88430700323","15.1051027596197"
"777","Achillea ptarmica","species","herb","0.775","0.22","119","17.2996781732727"
"778","Adoxa moschatellina 1","species",NA,"0.0725","95.315","1903.66666666667","38.45"
"779","Aegopodium podagraria 1","species","herb","0.578125","2.3615","13500.242","27.8824242421053"
"780","Aesculus hippocastanum 1","species","tree","23.8","13737.6212314286","6528.7","10.960002739726"
"781","Aethusa cynapium","species","herb","0.490625","1.35","3207.7575","33.31"
"782","Agrimonia eupatoria","species","herb","0.313560606060909","7.6941","8461","18.69215021375"
"783","Ajuga reptans","species","herb","0.152125","1.47","556","33.30081319"
"784","Alliaria petiolata 1","species","herb","0.561111111111111","2.70525","7514","47.0135"
"785","Alnus glutinosa 1","species","tree","11.6695759036145","1.84827819047619","3146.725","14.9289468413254"
"786","Alopecurus geniculatus","species","grass","0.2125","0.2768","260.25","28.9329686153846"
"787","Alopecurus myosuroides","species","herb","0.3","1.52","949.463333333333","27.2666666666667"
"788","Alopecurus pratensis 1","species","grass","0.349456392857143","0.773486486486486","919.011470588235","38.3285878613953"
"789","Anacamptis pyramidalis","species","herb","0.3",NA,"1190","49.8057142857143"
"790","Anagallis arvensis","species","herb","0.161208769230769","0.507238578947368","72.3961","29.59983"
"791","Anisantha sterilis","family","grass","0.322189894555209","8.83950650765223","2208.85914033074","26.4647006141925"
"792","Anthoxanthum odoratum 1","species","grass","0.2286494375","0.558760862068965","528.919762162162","34.1511530956164"
"793","Anthriscus sylvestris 1","species","herb","0.833333333333333","3.83123076923077","22864","30.4975107352381"
"794","Antirrhinum majus","species","herb","0.440625","0.146","303","17.2"
"795","Arabidopsis thaliana","species","herb","0.205","19.7887706530612","268.3546","32.8651585714286"
"796","Arctium lappa","species","herb","0.852962962966667","9.96833333333333","25226.8333333333","17.4017445605882"
"797","Arctium minus","species","herb","1.12","8.71027777777778","117000","24.0666666666667"
"798","Armoracia rusticana","species","herb","0.95",NA,"72418.3333333333","18.34"
"799","Arrhenatherum elatius 1","species","herb","1.04941666666667","2.87263636363636","1397.9225","30.2525991922669"
"800","Artemisia vulgaris 1","species","herb","1.35","0.1665","3914.42633333333","24.122352942"
"801","Asperula cynanchica","species","herb","0.2625",NA,"17.5","27.672"
"802","Aster novi belgii","genus","herb","0.648125","0.436681818181818","383.0896708","61.9684172691176"
"803","Atriplex prostrata","species","herb","0.885714285714286","5.991974","2638.006","20.9269011111111"
"804","Atropa bella donna","species",NA,NA,NA,"8258.625",NA
"805","Avena fatua","species","herb","0.7625","9.35659333333333","4630.99184615385","31.4908931477715"
"806","Avena sativa","species","herb","0.90025","33.6200909090909","5793.12916666667","32.2553279913821"
"807","Ballota nigra","species","herb","0.625","0.9286","717","21.25"
"808","Barbarea vulgaris 1","species","herb","0.558333333333333","0.644697875","14571.6765925926","26.448976"
"809","Betula pendula 1","species","tree","13.5256842105263","0.421202181818182","1069.48","15.1445311045607"
"810","Brachypodium pinnatum","species","grass","0.445111111111111","2.49","752.616923076923","24.3524917424242"
"811","Brachypodium sylvaticum 1","species","grass","0.84375","2.62666666666667","2131.81571428571","44.1189473684211"
"812","Brassica rapa","species","herb","0.5585","1.98618023076923","3298.79225","25.8631994117647"
"813","Briza media 1","species","herb","0.0912058823529412","0.328888888888889","5304.30710364516","21.4423303152"
"814","Bromus erectus","species","grass","0.486333333333333","3.96516666666667","351.725529075","17.1183950355102"
"815","Bromus hordeaceus","species","grass","0.136945598425197","2.64598094117647","80.2235683333333","31.110411268302"
"816","Bryonia dioica","species","herb",NA,"11.4",NA,NA
"817","Buddleja davidii","species","shrub","2.27777777777778","0.1","3148.7625","15.5127283936778"
"818","Calluna vulgaris 1","species","shrub","0.779285714285714","0.0356363636363636","0.98","11.2354173508484"
"819","Caltha palustris 1","species","herb","0.2625","1.1025","11383.0760675","40.0352288608696"
"820","Calystegia sepium","species","dependant","1.48181818181818","25.5616666666667","3208","36.8815384615385"
"821","Calystegia silvatica","species","dependant","2",NA,"3092","23.1"
"822","Campanula glomerata 1","species","herb","0.19125","0.128","916","24.3817567575"
"823","Campanula trachelium","species","herb","0.6","0.21","3601","39"
"824","Cardamine hirsuta","species","herb","0.1595","0.112287714285714","333.256175","27.7555676923077"
"825","Cardamine pratensis","species","herb","0.327857142857143","0.6","1027","22.993097899"
"826","Carduus acanthoides","species","herb","0.65","2.49","6264.75","20.2214285714286"
"827","Carduus nutans","species","herb","0.6","2.53","4599","17.05"
"828","Carex acutiformis","species","herb","0.667333333333333","1.11","7035","16.45506966"
"829","Carex caryophyllea","species","herb","0.121666666666667","0.879625","387.5","20.63559724"
"830","Carex disticha","species","herb","0.425",NA,NA,"14.46"
"831","Carex hirta","species","herb","0.45","2.41","1718.5625","17.9362895106667"
"832","Carex panicea","species","herb","0.2625","2.35","611","21.225"
"833","Carex paniculata","species","herb","0.525","0.87","4053.5","15.5118181818182"
"834","Carex sylvatica","species","herb","0.425","1.54","677","30.9"
"835","Carlina vulgaris","species","herb","0.09334375","1.44345454545455","6490.2749072069","18.6202157354054"
"836","Carpinus betulus 1","species","tree","10.5819047619048","43.0352868333333","2268.52","18.3502673"
"837","Centaurea nigra","species","herb","0.46875","2.43444444444444","3440","25.2104347826087"
"838","Centaurea scabiosa 1","species","herb","0.396850838709677","5.9216875","4903.85903225806","19.6309122222222"
"839","Cephalanthera damasonium","species","herb","0.35",NA,"1607.25","30.995"
"840","Cerastium fontanum","species","herb","0.355158512820513","0.140399","169.360840105714","38.2619179185455"
"841","Cerastium glomeratum","species","herb","0.2185","0.0539226666666667","181.5137","22.4277333333333"
"842","Cerastium tomentosum","species","herb","0.661205128205128","0.51785","1538.69124490303","33.62203"
"843","Chaerophyllum temulentum","genus","herb","0.6682","3.605875","16767.1825","23.685"
"844","Chamaenerion angustifolium","species","herb",NA,"0.245",NA,NA
"845","Chelidonium majus 1","species","herb","0.4875","0.753333333333333","9226","44.8854545454545"
"846","Chenopodium album","species","herb","1.41235294117647","0.703453780487805","1029.24925818857","22.8641729198214"
"847","Chrysosplenium oppositifolium","species","herb","0.1","0.06","148.5","23.35"
"848","Cicerbita macrophylla","genus","herb","0.6",NA,NA,NA
"849","Cichorium intybus 1","species","herb","0.40631","1.1295","10507.05","23.9388846058333"
"850","Circaea lutetiana","species","herb","0.3775","2.68014285714286","2643","36.7"
"851","Cirsium acaule","species","herb","0.11733333334","4.19","2241.8125","12.2114898948261"
"852","Cirsium arvense 1","species","herb","0.780030272727273","1.24347022727273","3758.32333333333","15.3333392966667"
"853","Cirsium dissectum","species","herb","0.45","2.37","3131.33333333333","18.4553846153846"
"854","Cirsium eriophorum","species",NA,"1.3","11.6","10538","13.35"
"855","Cirsium vulgare","species","herb","0.895469428571429","2.60755653333333","9856.8862","14.7780548465484"
"856","Clematis vitalba","species","dependant","20","2.13408654545455","5633","23.63"
"857","Clinopodium vulgare","species","herb","0.419444444444444","0.3547","1055","23.6"
"858","Coeloglossum viride","species","herb","0.11",NA,"422","21.75"
"859","Conium maculatum","species","herb","1.89","2.97488461538462","54419.815","24.0155555555556"
"860","Conopodium majus","species","herb","0.274444444444444","2.7325","446","22.5"
"861","Convolvulus arvensis 1","species","herb","0.207454545454545","18.3766666666667","465.974779327586","28.7391532318519"
"862","Conyza canadensis","species","herb","0.6059","0.0463","660","20.558053734"
"863","Cornus sanguinea 1","species","shrub","2.53970588235294","67.8816666666667","1240.3","14.7019489020308"
"864","Corylus avellana 1","species","tree","4.14457575757576","1096.23131416667","3272.17142857143","19.4326653124865"
"865","Crepis biennis","species","herb","0.575",NA,"6087.5","24.2866884057971"
"866","Crepis capillaris","species","herb","0.174422222222222","0.227644","299.065692307692","42.2164184"
"867","Crepis vesicaria","species","herb","0.253166666666667","0.327","315.426923076923","28.6279189189189"
"868","Cymbalaria muralis","species","herb","0.25","0.13","875.5","24.8666666666667"
"869","Cynosurus cristatus","species","grass","0.433525272727273","0.493052923076923","348.136025","22.9468112889474"
"870","Dactylorhiza fuchsii","species","herb",NA,NA,"3188.5","23.2"
"871","Dactylorhiza incarnata 1","species","herb","0.43",NA,"2540.625","20.565"
"872","Dactylorhiza praetermissa","genus","herb","0.201764705882353",NA,"2090.67636363636","24.5296428571429"
"873","Daphne laureola","species","herb","0.827272727272727",NA,"1521.78","9.235698"
"874","Daphne mezereum 1","species","shrub","0.85","90.6666666666667","392.08","23.1324974086894"
"875","Daucus carota","species","herb","0.450307692307692","1.12313698630137","1920.279598","23.0545981708824"
"876","Deschampsia cespitosa 1","species","herb","0.223133333333333","0.25475","4105.06173218182","17.2273219146444"
"877","Deschampsia flexuosa","species","grass","0.109583333333333","0.528333333333333","40.575","17.266064516129"
"878","Digitalis purpurea","species","herb","0.8573469","0.08917315","32158.6533333333","17.5768771428571"
"879","Dryopteris dilatata","species","herb","0.6",NA,"46655","20.9666666666667"
"880","Dryopteris filix mas 1","species","herb","0.75",NA,"11785.4444444444","24.2"
"881","Elymus caninus","species","herb","0.805","2.63","1156.5","27.85"
"882","Elytrigia repens","species","grass","1","2.14525",NA,"18.1104843666667"
"883","Epilobium ciliatum","species","herb","0.855","0.09148375","817.87586","41.8736641666667"
"884","Epilobium hirsutum","species","herb","1.02145454545455","0.101333333333333","2833","26.2435548666667"
"885","Epilobium montanum","species","herb","0.394444444444444","0.123333333333333","2187","30.2529166666667"
"886","Epilobium parviflorum","species","herb","0.466666666666667","0.08","10738.0081481481","29.775"
"887","Epipactis helleborine","species","herb","1","0.002634","2502.61475","28.0505835"
"888","Epipactis purpurata","species","herb","0.19",NA,NA,NA
"889","Equisetum arvense","species","herb","0.2714516",NA,"326.701609","10.8995626385993"
"890","Equisetum palustre","species","herb","0.3",NA,NA,"7.794"
"891","Equisetum telmateia","species","herb","1.3125",NA,"49.72","16.1849666666667"
"892","Erigeron acer","species","herb","0.34375","0.084","368.333333333333","18.964285715"
"893","Erysimum cheiri","species","herb","0.303125","1.43","411","11.6"
"894","Euonymus europaeus","species","shrub","3.36315789473684","34.3068753846154","1103.625","11.9097622955523"
"895","Eupatorium cannabinum","species","herb","1","0.325","6438.5","31.0607692307692"
"896","Euphorbia amygdaloides","species","herb","0.356666666666667","2.25","312.75","24.212"
"897","Euphorbia exigua","species","herb","0.126875","0.33","28","26.1"
"898","Euphorbia helioscopia","species","herb","0.2125","2.47","457","33.8333333333333"
"899","Fagus sylvatica 1","species","tree","23.9347058823529","246.218081555556","2027.68","15.1312086914368"
"900","Fallopia convolvulus","species","dependant","0.695833333333333","3.42","602.666666666667","23.875"
"901","Fallopia japonica","species","herb",NA,"0.61",NA,NA
"902","Festuca arundinacea","species","herb","0.95","2.29690520833333","1201.65660338462","25.2987842171353"
"903","Festuca gigantea","species","grass","1.10625","3.12","3341","28.7333333333333"
"904","Festuca pratensis 1","species","grass","0.46075","2.29993630769231","519.269366666667","21.0119052260577"
"905","Festuca rubra","species","grass","0.17227027027027","0.952318216216216","1285.04099207353","11.4091191338158"
"906","Filipendula ulmaria 1","species","herb","0.858333333333333","0.576","10234.5","22.6656623494118"
"907","Filipendula vulgaris 1","species","herb","0.0889705882352941","0.778545454545455","1322.91716418889","23.0661035194118"
"908","Fumaria officinalis","species","herb","0.52","3.212","266","28.538008658"
"909","Galanthus nivalis 1","species","herb","0.14","6.546","1403.5","28.61"
"910","Galega officinalis","species","herb","0.9","6.992","8986","44.331"
"911","Galeopsis tetrahit","species","herb","0.45","4.43","2390","32.6177777777778"
"912","Galium aparine 1","species","herb","0.724702416666667","9.92278709523809","128.94239852","33.0207584241613"
"913","Galium odoratum 1","species","herb","0.225","5.35","361","61.5157142857143"
"914","Galium saxatile","species","herb","0.122777777777778","0.616666666666667","5","24.2"
"915","Galium uliginosum","species","herb","0.2875","0.35","13","37.0542105263158"
"916","Gentianella amarella","species","herb","0.171875","0.1625","3497","28"
"917","Gentianella germanica","species","herb","0.1675","0.17",NA,"12.8333333333333"
"918","Geranium dissectum","species","herb","0.276666666666667","2.21200926666667","1071.49525","22.09254492"
"919","Geranium phaeum","species","herb","0.403125","4.5","10610","35.709"
"920","Geranium pyrenaicum","species","herb","0.390625","1.645","4880","28.3785714285714"
"921","Geranium robertianum 1","species","herb","0.27012125","1.00235255555556","1215.60225","36.6050986026087"
"922","Geranium rotundifolium","species","herb","0.184375","1.39",NA,NA
"923","Geum urbanum","species","herb","0.352272727272727","1.75013333333333","3441","36.0021288313636"
"924","Glechoma hederacea 1","species","herb","0.2425","0.69","882","35.1604444414286"
"925","Glyceria fluitans","species","grass","0.451","1.2","1118.58333333333","33.2447897638462"
"926","Glyceria maxima","species","aquatic*","1.475","0.74","9863","19.7880899525"
"927","Gymnadenia conopsea","species","herb","0.3","0.008","1537.5","18.7518181818182"
"928","Hedera helix","species","dependant","12.57559525","23.27036375","1698.9483","11.850317826087"
"929","Helianthemum nummularium","species","shrub","0.159333333333333","0.8809375","70.42","14.8244943845887"
"930","Helictotrichon pratense","species","herb","0.454","2.08","932","9.75505317811765"
"931","Helictotrichon pubescens","species","grass",NA,"1.55425",NA,NA
"932","Helleborus viridis","species","herb","0.265625",NA,"27262","11.2"
"933","Heracleum sphondylium 1","species","herb","1.35625","7.7147","81950.6666666667","21.473155992"
"934","Hesperis matronalis","species","herb","0.420416666666667","2.645","2467.995","36.9142857142857"
"935","Hieracium sabaudum","species","herb","0.8","0.39","1637","45.552"
"936","Hordeum murinum","species","herb","0.21810101010101","4.9154122","123.21940989011","34.5421954368932"
"937","Hordeum secalinum","species","herb","0.325",NA,"473","33.2666666666667"
"938","Hordeum vulgare","species","herb","0.655354444444444","44.3186666666667","1494.55315789474","32.5690666666667"
"939","Hyacinthoides sp ","genus","herb","0.2175","5.76375","3881","22.9714285714286"
"940","Hypericum hirsutum","species","herb","0.608333333333333","0.0768","370.5","27.2"
"941","Hypericum perforatum 1","species","herb","0.472923076923077","0.1441903","129.0092","29.3162470751429"
"942","Hypericum pulchrum","species","herb","0.371875","0.0866666666666667","96","17.6"
"943","Hypericum tetrapterum","species","herb","0.390625","0.055","223","36.1"
"944","Hypochaeris radicata","species","NA","0.3262","0.804389210526316","1264.612","22.3831801463333"
"945","Ilex aquifolium","species","tree","11.7487684827586","38.6608245454545","1611.5628","6.27795538550501"
"946","Impatiens glandulifera","species","herb","1.44444444444444","9.37","11910","38.3"
"947","Impatiens parviflora 1","species","herb","0.478125","7.70333333333333","4675","144.089"
"948","Inula conyzae","species","herb",NA,NA,NA,NA
"949","Iris pseudacorus 1","species","aquatic*","0.75","51.335","20873.75","14.9235714285714"
"950","Juncus effusus","species","herb","0.796701285714286","0.02042","3559.5965","9.21830191226316"
"951","Juncus inflexus","species","herb","0.3388","0.0266666666666667","2219.25","4.34110675358333"
"952","Juncus subnodulosus","species","grass","0.725","0.01","2080","6.6"
"953","Knautia arvensis 1","species","herb","0.4069","3.050875","2871.33333333333","20.2207203968966"
"954","Koeleria macrantha","species","grass","0.0978","0.515597571428571","454","20.7488268911375"
"955","Lactuca serriola","species","herb","0.500336795454545","0.488005388888889","4604.8123255814","36.0712706910909"
"956","Lamiastrum galeobdolon","species","herb","0.3875","1.84","1564","25.35"
"957","Lamium album","species","herb","0.313090909090909","1.775","1970.514","35.809447676129"
"958","Lapsana communis","species","herb","0.507472571428571","0.826067142857143","4936.01033333333","44.9232892607143"
"959","Larix decidua 1","species","tree","27.1093218818381","6.62183514285714","20.24","12.3225433239096"
"960","Lathyrus latifolius","species","herb","2","45.95","7017","18.7"
"961","Lathyrus pratensis 1","species","herb","0.548636363636364","11.3875","158.333333333333","35.7433705855263"
"962","Leontodon autumnalis","species","herb","0.105714285714286","0.673875","300.03","26.2400696987805"
"963","Leontodon hispidus 1","species","herb","0.0632303921558824","1.2038","4359.49954851818","24.2823352773333"
"964","Lepidium draba","species",NA,NA,"1.84216666666667",NA,NA
"965","Leucanthemum vulgare 1","species","herb","0.34590625","0.495","549.90691255","17.9973690703125"
"966","Ligustrum vulgare","species","shrub","3.46428571428571","21.1269478333333","626.9","10.9346673326673"
"967","Linaria repens","species","herb","0.39375",NA,"200.5","27.562"
"968","Linaria vulgaris 1","species","herb","0.43525","0.140833333333333","105.3945","19.6998957135714"
"969","Linum catharticum","species","herb","0.127777777777778","0.150358923076923","26.6166666666667","32.8992"
"970","Listera ovata","species","herb","0.14",NA,"3720.66666666667","33.4977777777778"
"971","Lonicera periclymenum","species","dependant","4.0625","5.23866666666667","803.9","14.2"
"972","Lotus corniculatus","species","herb","0.165488888888889","1.21033653731343","57394.8433302258","22.0211194113235"
"973","Lotus pedunculatus","species","herb","0.341666666666667","0.599","511","25.936472"
"974","Lunaria annua","species","herb","0.45","15.3714285714286","7897.83333333333","38.232"
"975","Luzula campestris","species","herb","0.18958333333375","0.631444444444444","73","24.3901697261538"
"976","Luzula pilosa 1","species","herb","0.1875","1.02333333333333","664","25.1"
"977","Lychnis flos cuculi","species",NA,"0.118242424242424","0.21","28094.1663875172","24.7872776382979"
"978","Lycopus europaeus","species","herb","0.6","0.291666666666667","1814.75","63.076"
"979","Lythrum salicaria 1","species","herb","0.6084","0.034","1742.375","24.204154135"
"980","Mahonia aquifolium","species","shrub","1.1875","15","10868","8.975"
"981","Malus domestica","species","tree","4.48785714285714","26.9733333333333","1620","17.2265374665978"
"982","Malva moschata","species","herb","0.43125",NA,"3094.66666666667","20.0333333333333"
"983","Malva sylvestris 1","species","herb","0.590625","5.95","7727.5","22.6871428571429"
"984","Matricaria discoidea","species","herb","0.175",NA,"356","23.325"
"985","Matricaria recutita","species","herb",NA,"0.0436",NA,NA
"986","Medicago lupulina","species","herb","0.0968755","1.51371428571429","80075.6449497155","24.7332256414062"
"987","Melica uniflora","species","herb","0.41875","2.76333333333333",NA,"39.6"
"988","Melilotus altissimus","species","herb","0.9","3.9715","270","15.65"
"989","Melilotus officinalis 1","species","herb","0.796153846153846","2.2708679245283","499.532","19.2539724515789"
"990","Mentha aquatica","species","herb","0.466666666666667","0.12","1722.4375","29.3932"
"991","Mentha arvensis","species","herb","0.305555555555556","0.174666666666667","604.251428571429","43.8026923076923"
"992","Mercurialis perennis","species","herb","0.244444444444444","5.82333333333333","1890.5","25.6833333333333"
"993","Milium effusum","species","grass","0.76875","0.6985","1621.5","33.35"
"994","Moehringia trinervia","species","herb","0.180555555555556","0.145333333333333","81.3333333333333","36.1"
"995","Mycelis muralis","species","herb","0.625","0.31",NA,"52.1570779314286"
"996","Myosotis arvensis","species","herb","0.229204545454545","0.512625","759.5","28.6365778375"
"997","Myosotis scorpioides","species","herb","0.311666666666667","0.305","1086.0625","47.8561058657143"
"998","Myosotis sylvatica 1","species","herb","0.225","0.744666666666667","613.333333333333","29.68"
"999","Neottia nidus avis","species","herb",NA,"0.008",NA,NA
"1000","Odontites verna","species","herb","0.275","0.21","155","21.0837142857143"
"1001","Onobrychis viciifolia","species","herb","0.296875","19.710625","3134.4375","22.7990949375"
"1002","Ononis repens","species","herb","0.4125",NA,"127.255875","23.18"
"1003","Ophrys apifera","species","herb","0.15",NA,"612.5","19.6666666666667"
"1004","Origanum vulgare 1","species","herb","0.409090909090909","0.109777777777778","511","22.935594005"
"1005","Oxalis acetosella 1","species","herb","0.0925","1.47333333333333","806","67.7885714285714"
"1006","Papaver dubium","species","herb","0.454615384615385","0.121","4627","23.9857142857143"
"1007","Papaver rhoeas","species","herb","0.400833333333333","0.240615384615385","4986.5","33.07"
"1008","Papaver somniferum","species","herb","0.7","0.32","10398","38.23"
"1009","Pastinaca sativa","species","herb","0.628363636363636","3.2175","14914.5","28.0174880625"
"1010","Pentaglottis sempervirens","species","herb","0.51",NA,"23740","25.302"
"1011","Persicaria lapathifolia","species","herb",NA,"1.86",NA,NA
"1012","Persicaria maculosa","species","herb","1.11329166666667","2.186","1575.47413793103","28.6402360869565"
"1013","Petasites hybridus","species","herb","0.63125","0.222","139875","22.04"
"1014","Phleum bertolonii","species","grass",NA,"0.27",NA,NA
"1015","Phleum pratense 1","species","grass","0.312243243243243","0.378785714285714","4295.61193897561","23.682393905122"
"1016","Phragmites australis","species","grass","2.1386","1.26714285714286","4521.39466625","15.02978236832"
"1017","Picris hieracioides 1","species","NA","0.584861111108333","0.939333333333333","2314.23611116667","23.7842689103846"
"1018","Pilosella officinarum","species","herb","0.0206428571428571","0.19","4977.53514875","14.4839690928571"
"1019","Plantago lanceolata 1","species","herb","0.2055435","1.5269752195122","1975.2666875","19.2313444539735"
"1020","Plantago major 1","species","herb","0.253048407411111","0.192904526315789","8045.099725","21.7863851375926"
"1021","Plantago media","species","herb","0.1877","0.298428571428571","4827.66666666667","18.084215324"
"1022","Poa angustifolia 1","species","herb","0.36","0.11","400.4040302","15.55"
"1023","Poa nemoralis 1","species","herb","0.625","0.251764705882353","536.5","49.9"
"1024","Poa pratensis 2","species","grass","0.345505428571429","0.284569027027027","1010.462675","27.1786523841732"
"1025","Poa trivialis","species","grass","0.3117125","0.154926923076923","201.009625","30.931112458"
"1026","Polygala calcarea","species",NA,"0.0875",NA,NA,NA
"1027","Polygala serpyllifolia","species","herb","0.165",NA,"27.7333333333333","28.2092857142857"
"1028","Polygala vulgaris","species","herb","0.0611111111111111","1.848","53.5425","20.154955488125"
"1029","Polygonum aviculare 1","species","herb","0.7525","1.205247","166.3690009775","26.9909661179167"
"1030","Populus canescens","species","tree",NA,NA,NA,NA
"1031","Populus nigra 1","species","tree","18.3700394366197","55.5181004784689","2784.625","11.0753846153846"
"1032","Populus tremula 1","species","tree","2.73138593443038","0.11483625","337.459046513736","13.662270417109"
"1033","Potentilla anserina","species","herb","0.157222222222222","0.897798142857143","4611.63105916667","44.1808173146341"
"1034","Potentilla erecta 1","species","herb","0.168727272727273","0.3382","148.5","26.2880392462963"
"1035","Potentilla reptans","species","herb","0.365625","0.278888888888889","2176.5","25.5120197681481"
"1036","Potentilla sterilis","species","herb","0.0761111111111111","0.56","518","24.6"
"1037","Primula veris 1","species","herb","0.155555555555556","0.8496","4080.66666666667","19.1466666666667"
