"species","timeseries","observations","datasets","tax_group","year_shift","temp_shift","pheno_position"
"Myzus (Nectarosiphon) ascalonicus",7,260,"rothamsted","insect",-0.576270445953392,-5.4637762217429,-28.9455709156383
"Myzus (Nectarosiphon) persicae",3,91,"rothamsted","insect",-0.408552123997864,-5.21466444273599,0.481282932015063
"Myzus cerasi",10,366,"rothamsted","insect",-0.563632660859619,-4.13169111783419,5.29562539814664
"Ovatus crataegarius",4,152,"rothamsted","insect",-0.619811065721504,-4.5260752418995,6.51087974985823
"Periphyllus testudinaceus",6,223,"rothamsted","insect",-0.584259080281195,-3.98907838751484,-13.7172149935169
"Phorodon humuli",10,370,"rothamsted","insect",-0.475289007862737,-4.8459792142881,1.17712200129773
"Phyllaphis fagi",9,323,"rothamsted","insect",-0.458840468974443,-3.36741881835512,-4.93657584732945
"Pterocallis alni",8,261,"rothamsted","insect",-0.243430132838031,-3.7467212063275,33.9530571379423
"Rhopalosiphum oxyacanthae",8,257,"rothamsted","insect",-0.468708670422789,-5.11801876444792,-11.6827163052216
"Rhopalosiphum padi",7,201,"rothamsted","insect",-0.507784696030302,-6.47297742994852,-15.0331734558512
"Sipha glyceriae",12,310,"rothamsted","insect",-0.236993968396635,-5.78512222105416,21.6875825468953
"Sitobion avenae",6,209,"rothamsted","insect",-0.601031948558107,-8.21694218279136,-3.55787481810413
"Sitobion fragariae",9,320,"rothamsted","insect",-0.448555176158244,-4.54675345269239,-4.08853004009079
"Tetraneura ulmi",6,127,"rothamsted","insect",-0.323031160621803,-4.28768493727898,45.8296293038032
"Thecabius affinis",1,41,"rothamsted","insect",-0.813763066202114,-4.36515515143317,25.116874781188
"Thelaxes dryophila",12,416,"rothamsted","insect",-0.391017696981001,-4.27654744566188,4.1678813618165
"Tuberculatus (Tuberculoides) annulatus",9,346,"rothamsted","insect",-0.443205383106816,-4.11238948737297,1.62641734410036
"Tuberculatus (Tuberculoides) borealis",8,281,"rothamsted","insect",-0.35762937696069,-4.41752060349321,2.84151461356032
"Wahlgreniella arbuti",3,94,"rothamsted","insect",-0.279298272493277,-4.49006569791523,-5.28240268519541
"Upupa epops",5,141,"ussr","bird",-0.362475106731218,-0.660249488629335,7.23289334297009
"Nucifraga caryocatactes",2,47,"ussr","bird",0.347984122230541,0.119188574773185,82.4333354866494
"Sturnus vulgaris",20,548,"ussr","bird",-0.161567855857387,-1.17574219647609,-14.9787910551276
"Anas platyrhynchos",23,681,"ussr","bird",-0.166993333772048,-1.23816178189263,-7.88768083375279
"Vanellus vanellus",16,497,"ussr","bird",0.0235338034275771,-1.10806353962875,-10.4570342086202
"Carpodacus erythrinus",6,175,"ussr","bird",-0.186906216636742,-1.23108664636186,19.3901359005235
"Phoenicurus erythronotus",2,38,"ussr","bird",-0.152513691033726,-0.995528224627892,-24.1977491694352
"Milvus migrans",8,205,"ussr","bird",-0.0636373720842767,-0.420804776096213,-10.9598676434668
"Aglais urticae",24,671,"ussr","insect",-0.0744154037404218,-1.81556204433824,-9.82746124471267
"Tettigonia cantans",2,37,"ussr","insect",-0.0923608317028922,-1.7222260557445,40.6820827633379
"Heracleum dissectum",4,147,"ussr","plant",-0.0659800603160644,-0.720295461686262,20.9528045392391
"Fragaria viridis",6,235,"ussr","plant",0.0738476237892564,-0.953253775044441,1.5477948701069
"Trollius asiaticus",6,222,"ussr","plant",-0.119779372610667,-1.10281168953332,-5.23886504765342
"Rubus idaeus",28,805,"ussr","plant",-0.286214632204618,-1.10280413540825,14.8345275695813
"Corydalis bracteata",4,110,"ussr","plant",-0.25874940919804,-1.54939965049037,-18.5902508341551
"Lonicera caerulea",14,399,"ussr","plant",-0.360567895141493,-1.78199559272225,-5.58696993698074
"Ribes aciculare",2,44,"ussr","plant",-0.253832905082752,-0.984746141365032,2.73362082207991
"Rosa majalis",9,186,"ussr","plant",-0.219678181471076,-1.10789257282381,14.8004766388305
"Betula pendula",235,7818,"ussr","plant",-0.295109505564453,-1.70415712315242,-6.58420332116907
"Betula pendula",235,7818,"pep","plant",-0.295109505564453,-1.70415712315242,-6.58420332116907
"Caragana arborescens",13,412,"ussr","plant",-0.174253998111326,-1.06879266967991,4.00205672557394
"Larix sibirica",6,208,"ussr","plant",-0.140158645726263,-1.24612102956318,-2.17431725183706
"Rhododendron ledebourii",2,60,"ussr","plant",-0.225628801578169,-2.43796610511656,-10.6100633884464
"Spiraea chamaedryfolia",3,62,"ussr","plant",-0.340141438235058,-1.65721665610972,15.7748700217375
"Malus pumila",4,74,"ussr","plant",0.0430291827677214,-0.570634470818536,7.93739445042804
"Prunus padus",63,1922,"ussr","plant",-0.136246361409072,-1.30282739754105,-4.98472195432177
"Pulsatilla patens",13,518,"ussr","plant",0.0338342589004193,-1.02155245123644,-22.4070338300966
"Erythronium sibiricum",3,72,"ussr","plant",-0.315598506376124,-1.35425299518968,-26.1191020880241
"Bergenia crassifolia",2,53,"ussr","plant",-0.159453353721789,-0.422069230741979,1.21033891040416
"Fragaria vesca",26,708,"ussr","plant",-0.168054900244234,-1.11958706630599,1.19570000453458
"Pulmonaria mollis",3,87,"ussr","plant",-0.182711487677965,-1.30766345341521,-21.2152033604706
"Anemone altaica",5,149,"ussr","plant",-0.0362878806177988,-0.811728646731979,-33.500930604054
"Ribes petraeum",3,62,"ussr","plant",-0.185388312050041,-0.687897011972319,7.43482953590752
"Paeonia anomala",4,85,"ussr","plant",-0.0878023758835871,-1.52025664828208,7.88346865822863
"Saxicola maurus",1,25,"ussr","bird",0.0855513307984843,0.433574547342067,14.4959302325582
"Oenanthe oenanthe",5,74,"ussr","bird",0.0130411873060545,-0.930661810088086,1.56512044649279
"Phylloscopus trochiloides",1,18,"ussr","bird",0.253886010362694,0.0855541445062962,17.2070413436693
"Phylloscopus collybita",6,164,"ussr","bird",-0.207140216552225,-0.539396525261973,-0.435598743019459
"Emberiza leucocephalos",1,24,"ussr","bird",0.00667548219414831,-1.81778389194598,-18.4040697674419
"Phoenicurus phoenicurus",4,105,"ussr","bird",-0.26984219363436,-0.515065736824508,5.06177353165399
"Anthus trivialis",6,160,"ussr","bird",-0.103077130145419,-0.968707292154461,4.86947781918483
"Anthus spinoletta",1,15,"ussr","bird",0.352877350908212,-0.685492282019189,-6.50406976744185
"Falco tinnunculus",1,22,"ussr","bird",0.0943739135015535,-1.04418795383169,-2.13134249471459
"Fringilla coelebs",16,543,"ussr","bird",0.10093910784019,-0.773765931506745,-10.7142282114164
"Motacilla cinerea",1,28,"ussr","bird",-0.00841172727101679,0.734661454149485,1.06021594684385
"Jynx torquilla",3,70,"ussr","bird",-0.1959442512411,-0.778755466790793,15.9481883859928
"Buteo buteo",8,248,"ussr","bird",-0.143366847865287,-0.586198540774805,-5.75813657341016
"Delichon urbicum",5,153,"ussr","bird",-0.0248552278649582,-0.731810230093146,16.8412125721619
"Actitis hypoleucos",9,224,"ussr","bird",-0.0148660494793954,-0.685239209844375,8.46989640042667
"Alnus alnobetula",4,84,"ussr","plant",-0.228719872261778,-1.30069222523734,-3.18797536086496
"Vaccinium myrtillus",29,729,"ussr","plant",-0.070109273350165,-0.411416388080404,-3.60378077631438
"Caltha palustris",19,578,"ussr","plant",-0.0433980683223719,-1.23571617377213,-15.8577899361048
"Larus minutus",4,104,"ussr","bird",-0.222812610697836,-0.819777346189182,4.96309522479102
"Cygnus cygnus",10,289,"ussr","bird",-0.221333852006396,-1.04134928314861,-9.19513404990109
"Mergus merganser",6,196,"ussr","bird",0.0297504996637257,-0.406382339887484,-2.85619598651549
"Bucephala clangula",10,322,"ussr","bird",-0.0409053622522459,-1.50196248662225,-5.09884942297573
"Motacilla alba",26,840,"ussr","bird",-0.12092763364488,-0.658762141470205,-7.40785115877347
"Anas crecca",11,338,"ussr","bird",-0.220093539115521,-0.718070540485155,4.26913629459242
"Fringilla montifringilla",8,237,"ussr","bird",-0.172175273095711,-1.15370535801078,-0.577953986543539
"Anser albifrons",6,130,"ussr","bird",-0.177959564784916,-1.1174784205537,1.39449616649519
"Corvus corone",4,95,"ussr","bird",0.270903921763444,-0.526635306206457,-16.5292403381967
"Musca domestica",5,137,"ussr","insect",-0.427599077579125,-1.96541019774345,-24.8932511324526
"Hybomitra lundbecki",4,92,"ussr","insect",-0.376781405519531,-1.38813075399807,35.4689480676004
"Bombus sylvarum",4,103,"ussr","insect",-0.284750593668411,-0.907961605928171,8.42963368632947
"Culex pipiens",5,109,"ussr","insect",-0.352230419465339,-1.65589700308172,-6.98708792273129
"Pulsatilla turczaninovii",4,83,"ussr","plant",-0.387982138756225,-1.09456683837986,-34.5526418162485
"Lilium pensylvanicum",4,104,"ussr","plant",0.012959027039795,-0.523962451499162,13.7603160592093
"Iris setosa",4,94,"ussr","plant",-0.180557246537944,-1.48481071757692,13.630717397002
"Betula fruticosa",4,84,"ussr","plant",-0.157183282542449,0.116157643018796,5.17422627971728
"Ribes acidum",4,94,"ussr","plant",-0.30256003203985,-1.26476131103159,-5.41185506676612
"Vaccinium vitis-idaea",26,778,"ussr","plant",-0.244693913350272,-1.08484877862093,8.7655778141909
"Vaccinium uliginosum",12,311,"ussr","plant",-0.215827034391445,-1.02042392115933,3.02522560765705
"Taraxacum ceratophorum",4,76,"ussr","plant",-0.416266158435519,-0.265754822298018,1.39644966244821
"Dasiphora fruticosa",5,94,"ussr","plant",0.0983364784613166,-1.48015481018643,8.27249693661157
"Allium schoenoprasum",5,101,"ussr","plant",-0.157147737496081,-0.90817690214009,-3.28254309546736
"Pinus sylvestris",136,5728,"ussr","plant",-0.21232750059771,-1.73607424072649,17.1029624336284
"Pinus sylvestris",136,5728,"pep","plant",-0.21232750059771,-1.73607424072649,17.1029624336284
"Rosa acicularis",16,455,"ussr","plant",-0.32086647891464,-1.28838195463248,11.6886134627866
"Rhododendron dahuricum",4,99,"ussr","plant",-0.311662813588251,-1.42411894641144,-18.6969275305342
"Larix gmelinii",7,183,"ussr","plant",-0.284395770159886,-1.59524239087732,-5.48302810971084
"Ledum palustre",14,441,"ussr","plant",-0.0773111713614247,-0.535444108834948,2.9565512950451
"Epilobium angustifolium",16,487,"ussr","plant",-0.28284901243005,-1.4652218114095,28.2969121891805
"Lymantria dispar",1,10,"ussr","insect",-0.921212121212123,-2.82106195997342,62.375
"Papilio machaon",1,10,"ussr","insect",2.8242424242424,-3.08371298405467,13.775
"Primula elatior",1,37,"ussr","plant",0.155049786628733,-0.276045276045274,-13.7079238329239
"Anemone baicalensis",1,37,"ussr","plant",0.00782361308677074,0.395887274279664,6.91369778869779
"Trifolium lupinaster",2,61,"ussr","plant",-0.21531484915357,-0.478117852284699,-6.54666531022182
"Juniperus communis",2,62,"ussr","plant",-0.0221893147139925,-1.19182415587962,21.0164427978863
"Elymus repens",2,73,"ussr","plant",-0.180520705679528,-1.22223860241078,7.04440075584424
"Spiraea media",2,73,"ussr","plant",-0.134363689094216,-0.228982115286543,10.5177491041926
"Plantago major",2,62,"ussr","plant",-0.122111585132439,-0.103105490943515,-6.37422941278592
"Rubus arcticus",7,203,"ussr","plant",0.20094602465395,-0.948195255685688,-3.16308745831691
"Ranunculus propinquus",3,93,"ussr","plant",-0.110741676914373,-1.24692354595537,-15.7550000928996
"Maianthemum bifolium",15,503,"ussr","plant",-0.177745429876135,-0.838601545330012,5.93681998154771
"Dracocephalum ruyschiana",2,72,"ussr","plant",-0.0498501228796387,-0.902968311969029,2.86810302954652
"Tanacetum vulgare",5,149,"ussr","plant",-0.0150658093564309,-1.13371089927152,40.1165651331611
"Lilium martagon",8,317,"ussr","plant",-0.215452002075345,-0.948728598911693,18.5979817213517
"Viola uniflora",4,131,"ussr","plant",-0.135258760861471,-1.09829461033168,-18.5207066728954
"Antennaria dioica",3,94,"ussr","plant",-0.121216140379282,-0.130073137191471,-7.73073241559168
"Euphrasia pectinata",2,59,"ussr","plant",-0.321508590183817,-2.44991728813835,24.6689229250723
"Myosotis alpestris",2,63,"ussr","plant",-0.00312454712181848,-0.317807443165856,-19.1003690139255
"Thalictrum minus",5,196,"ussr","plant",0.0161907118440004,-0.803649670727521,8.27498720063846
"Festuca ovina",2,59,"ussr","plant",-0.158136681666993,0.714977935894013,2.95186410154289
"Viola canina",2,62,"ussr","plant",0.0270484400973315,-1.58540284412745,-16.5772208657774
"Achillea asiatica",2,62,"ussr","plant",0.031398195892839,0.496699072680554,2.50824921969271
"Omalotheca norvegica",2,58,"ussr","plant",-0.092197491281283,0.523322564910623,15.8080965945401
"Calamagrostis purpurea",2,62,"ussr","plant",0.0353596781279664,-2.04282833812056,19.2785483649918
"Dactylorhiza incarnata",2,62,"ussr","plant",-0.0579766212741613,-1.09089942137509,2.77672178655237
"Galium boreale",4,159,"ussr","plant",-0.0763295781350935,-1.07658835814576,7.5190113576848
"Empetrum nigrum",3,97,"ussr","plant",-0.0412142313307187,-0.58502814187965,-14.9167398003808
"Veratrum lobelianum",4,145,"ussr","plant",0.0593347590402111,-0.775688713458563,10.6107438663693
"Sanguisorba officinalis",2,72,"ussr","plant",0.0861581354831906,-0.414865947763238,7.07555691200039
"Abies sibirica",2,70,"ussr","plant",-0.411702509831767,-1.31849474435232,10.4872412431975
"Viburnum opulus",3,89,"ussr","plant",0.00854203838065675,-1.42025011955091,5.43164145378533
"Alnus glutinosa",113,4985,"ussr","plant",-0.274377786888932,-2.75145627971768,-22.9241526732816
"Alnus glutinosa",113,4985,"pep","plant",-0.274377786888932,-2.75145627971768,-22.9241526732816
"Arctostaphylos uva-ursi",2,51,"ussr","plant",-0.00837649152472399,-1.27670418216764,-9.78060485801129
"Tilia cordata",84,2447,"ussr","plant",-0.233951856067043,-1.61980682438691,29.459637696486
"Tilia cordata",84,2447,"pep","plant",-0.233951856067043,-1.61980682438691,29.459637696486
"Ulmus laevis",4,125,"ussr","plant",-0.299465127735621,-1.18612057266142,-12.7110731571329
"Vaccinium oxycoccos",1,16,"ussr","plant",-0.446388427328705,0.159088504003669,20.2289364640884
"Quercus robur",94,4151,"ussr","plant",-0.27343754861025,-1.61193031190518,6.6934439581268
"Quercus robur",94,4151,"pep","plant",-0.27343754861025,-1.61193031190518,6.6934439581268
"Frangula alnus",7,158,"ussr","plant",-0.48326587898769,-1.13922096495551,7.44083401164558
"Cytisus ruthenicus",7,207,"ussr","plant",-0.221771777438424,-1.22718236788,-3.21890918132034
"Corylus avellana",111,3272,"ussr","plant",-0.229598036679202,-2.98248955459501,-42.101407760452
"Corylus avellana",111,3272,"pep","plant",-0.229598036679202,-2.98248955459501,-42.101407760452
"Sambucus racemosa",11,424,"ussr","plant",-0.224673560440876,-1.28357444195281,-8.44711256236622
"Physocarpus opulifolius",2,24,"ussr","plant",0.428321678321904,0.418488224509934,3.49690726670564
"Emberiza schoeniclus",3,33,"ussr","bird",0.30540757438792,-0.767646152477801,-6.72526319758838
"Ciconia nigra",1,10,"ussr","bird",-0.0705443112595785,0.381450177935943,1.80540540540541
"Phoenicurus ochruros",2,36,"ussr","bird",-0.523777716356491,-0.353239487797738,-5.30283902553872
"Erithacus rubecula",6,157,"ussr","bird",-0.197930612374523,-1.58796888494753,-5.89754001730781
"Alcedo atthis",1,13,"ussr","bird",-0.549246334916376,-0.888716450611649,17.7515592515592
"Corvus frugilegus",13,407,"ussr","bird",0.0293458333672788,-1.25856577148936,-22.8658691472604
"Ardea cinerea",5,119,"ussr","bird",-0.341157101467362,-0.966542922506063,-7.42823334662167
"Apus apus",10,297,"ussr","bird",-0.249068170271453,-0.273127364409486,32.929283664601
"Ciconia ciconia",3,69,"ussr","bird",0.0628115795839552,-0.382333106550006,-5.28429872703347
"Grus grus",12,411,"ussr","bird",-0.0442545118659719,-0.873856193690519,-3.57975591578218
"Emberiza citrinella",7,224,"ussr","bird",0.0793075868129862,-1.29572348613396,-9.18034972840356
"Tringa ochropus",5,121,"ussr","bird",-0.146193888545092,-0.884016581155907,-0.927882481528562
"Turdus viscivorus",2,50,"ussr","bird",0.0340644550499989,-2.04577811655803,-8.08344714204033
"Chloris chloris",2,36,"ussr","bird",-0.525579685003711,-1.1333477211007,-15.4665361979315
"Gonepteryx rhamni",9,271,"ussr","insect",-0.167590989501967,-2.45723899350711,-3.77151121964439
"Trientalis europaea",7,190,"ussr","plant",-0.860556437924493,-1.69687824760132,0.580995219058471
"Oxycoccus palustris",11,299,"ussr","plant",-0.576332567923058,-1.42476103747887,11.947881382915
"Calluna vulgaris",47,2145,"ussr","plant",-0.027938267108216,-0.39240908971976,92.3379129518243
"Calluna vulgaris",47,2145,"pep","plant",-0.027938267108216,-0.39240908971976,92.3379129518243
"Acer platanoides",67,2989,"ussr","plant",-0.29456396300896,-1.97589607704542,-4.82243148180688
"Acer platanoides",67,2989,"pep","plant",-0.29456396300896,-1.97589607704542,-4.82243148180688
"Corydalis solida",10,221,"ussr","plant",0.0932220280405374,-1.88397094118347,-20.9148370311785
"Anemone ranunculoides",5,136,"ussr","plant",0.0587516112931845,-2.33347929435273,-19.6656785871018
"Euonymus verrucosa",5,141,"ussr","plant",0.0116142902602014,-1.52664983386954,3.69433257482345
"Lathyrus vernus",10,342,"ussr","plant",0.00314720907953513,-1.52621513259711,-5.65428945514107
"Stellaria holostea",8,185,"ussr","plant",0.137070402125059,-1.64443225058403,-6.3583027299985
"ficaria verna",4,56,"ussr","plant",-0.0875632721524066,-2.97779683749531,-13.0526619166493
"Allium ursinum",2,21,"ussr","plant",-0.453553594637116,-0.665332990651373,18.0157894736842
"Gagea lutea",1,10,"ussr","plant",0.195652173913064,-2.5642630426036,-9.21111111111111
"Malus sylvestris",15,370,"ussr","plant",-0.158505477263253,-1.11181343889764,3.23555702055666
"Verbascum lychnitis",3,108,"ussr","plant",-0.206475795147693,-1.0420584651841,8.37316669708816
"Geum rivale",3,32,"ussr","plant",0.464015151515203,-1.48351667262186,-2.69837268921868
"Dianthus deltoides",2,42,"ussr","plant",-0.444001673964852,-1.57116031792096,12.2530318322981
"Achillea micrantha",1,11,"ussr","plant",-1.56363636363623,-2.8115721355158,8.82467532467533
"Viscaria vulgaris",1,10,"ussr","plant",-0.441689623507664,-1.28330325867742,-19.2571428571429
"Chrysosplenium alternifolium",2,22,"ussr","plant",0.627272727272841,-3.69001206720505,-23.4293772156462
"Ranunculus repens",2,22,"ussr","plant",-0.607575757575894,2.0189666496824,-0.0255893368583386
"Erythronium dens-canis",2,54,"ussr","plant",-0.146078210578445,-1.32091069452273,-27.1419367261443
"Crocus heuffelianus",2,58,"ussr","plant",-0.475822002556758,-1.90952402636446,-29.544629423913
"Anemone nemorosa",69,3230,"ussr","plant",-0.171460810514723,-2.32218024336083,-21.5601471500947
"Anemone nemorosa",69,3230,"pep","plant",-0.171460810514723,-2.32218024336083,-21.5601471500947
"Syringa vulgaris",126,5282,"ussr","plant",-0.229224301984636,-1.91433879187771,7.04616335615595
"Syringa vulgaris",126,5282,"pep","plant",-0.229224301984636,-1.91433879187771,7.04616335615595
"Petasites albus",2,43,"ussr","plant",-0.254071547432673,-1.65269897433681,-27.6990731579284
"Scopolia carniolica",2,38,"ussr","plant",-0.209552554351212,-1.87287822888445,-6.46374707097184
"Galanthus nivalis",92,4449,"ussr","plant",-0.245729026009462,-3.59218351464659,-58.401494183884
"Galanthus nivalis",92,4449,"pep","plant",-0.245729026009462,-3.59218351464659,-58.401494183884
"Primula acaulis",2,51,"ussr","plant",-0.0462661998808519,-2.28927323570615,-29.2847874436426
"Aesculus hippocastanum",194,8995,"ussr","plant",-0.221663392385534,-1.82373000866441,3.22041129684493
"Aesculus hippocastanum",194,8995,"pep","plant",-0.221663392385534,-1.82373000866441,3.22041129684493
"Colchicum autumnale",2,31,"ussr","plant",0.213250404175113,1.22656258492312,67.1510256563009
"Crataegus laevigata",1,12,"ussr","plant",0.421475875118214,1.74422683425898,15.618501529052
"Narcissus poeticus",2,56,"ussr","plant",-0.0374582184366065,-1.00212153182836,8.26541959569482
"Campanula carpatica",1,12,"ussr","plant",0.734265734265851,1.49861509305603,58.868501529052
"Scilla bifolia",4,92,"ussr","plant",-0.385289382365841,-2.62931029414364,-30.0194456639603
"Leucojum vernum",2,65,"ussr","plant",-0.0421772969293323,-1.56618200393515,-33.8008682830931
"Leucanthemum vulgare",9,336,"ussr","plant",-0.104485385632293,-0.933124970806663,19.5027906457565
"Picea abies",119,4440,"ussr","plant",-0.305176773768478,-1.7283178278048,9.72655295722381
"Picea abies",119,4440,"pep","plant",-0.305176773768478,-1.7283178278048,9.72655295722381
"Hepatica nobilis",3,79,"ussr","plant",-0.126404223677915,-1.73547147097553,-29.4524707475547
"Acer tataricum",2,104,"ussr","plant",-0.133539673870442,-1.06718118132709,8.19132473875302
"Malus sylvestris s.l.",2,105,"ussr","plant",-0.144080901865789,-0.873939494571006,1.95780927160825
"Asarum europaeum",3,140,"ussr","plant",-0.0549332760494302,-1.40280442703367,-16.6503927580891
"Pyrethrum corumbosum",2,105,"ussr","plant",-0.134779973001443,-1.07668794277204,10.098955860868
"Euonymus europaea",2,106,"ussr","plant",-0.183968387020551,-1.02102661064087,3.15204541631608
"Thalictrum aquilegifolium",2,101,"ussr","plant",-0.128195180689072,-0.775561294070379,12.4600770509987
"Polygonatum multiflorum",3,161,"ussr","plant",-0.220309018475392,-1.43027968830927,15.3798706423788
"Actaea spicata",2,103,"ussr","plant",-0.362442008019861,-0.235367698260774,8.4607624928903
"Clematis recta",2,108,"ussr","plant",-0.05959595959596,-1.28528146064176,16.4152220544927
"Geranium sylvaticum",9,373,"ussr","plant",-0.168991043249438,-1.38379727016861,0.782465369357087
"Pulmonaria angustifolia",2,94,"ussr","plant",-0.0865089999718863,-1.54272483829008,-18.0142959356557
"Convallaria majalis",13,386,"ussr","plant",-0.216558585922351,-0.805556459405434,5.242991056636
"Crataegus rhipidophylla",3,142,"ussr","plant",-0.137792289633086,-0.988477780283928,4.3432398237681
"Viola mirabilis",2,99,"ussr","plant",-0.144771289628934,-2.0735633995717,-15.4681112788406
"Anthriscus sylvestris",4,195,"ussr","plant",-0.131226365872867,-0.157166422618715,-1.62622649166108
"Carex montana",2,101,"ussr","plant",-0.110241014441254,-1.64084747092668,-16.3170455905108
"Bromus riparius",2,99,"ussr","plant",-0.187937458403621,-1.4944650764747,-0.857440730049092
"Poa angustifolia",2,97,"ussr","plant",-0.163520276041891,-1.34375773400156,-3.36230722445047
"Iris aphylla",2,107,"ussr","plant",-0.128957229353181,-0.722281108547041,-5.59217168742155
"Myosotis popovii",2,100,"ussr","plant",-0.0946518042182734,-1.5752488271826,-14.2799850134629
"Anemone sylvestris",2,98,"ussr","plant",-0.0556790745247065,-0.720233805091637,-5.28269325530162
"Filipendula vulgaris",2,100,"ussr","plant",-0.144524546724109,-1.34587299407608,-2.3001138379396
"Picris hieracioides",1,52,"ussr","plant",-0.0105395365921568,-0.813682301114278,39.4918265291114
"Ranunculus polyanthemos s.l.",2,101,"ussr","plant",-0.220461000594098,-1.12081876546302,-6.48478509569133
"Delphinium cuneatum s.l.",2,107,"ussr","plant",-0.115374190156935,-1.12391400331154,20.0400784872814
"Scabiosa ochroleuca",2,97,"ussr","plant",-0.14475868341254,-0.800078211759662,7.34570311146684
"Stipa pennata",3,134,"ussr","plant",-0.104346511556471,-1.0468590312577,4.13693056462548
"Peucedanum oreoselinum",2,106,"ussr","plant",-0.21077505409963,-1.0999438678796,20.322331349723
"Inula hirta",2,107,"ussr","plant",-0.194981014792336,-1.90667808528653,15.1997570337524
"Plantago lanceolata s.l.",2,97,"ussr","plant",-0.14220140161709,-1.07482599640454,-6.73316495341482
"Linum perenne",2,97,"ussr","plant",-0.0953817318664528,-0.596046409271042,-4.7705759583006
"Valeriana rossica",2,107,"ussr","plant",-0.112486320981175,-0.690662189306511,-2.26897112837194
"Salvia pratensis",2,102,"ussr","plant",-0.268723833269093,-1.28298425687197,-5.36160739671575
"Hyacinthella leucophaea",2,91,"ussr","plant",-0.0330751447489153,-1.89092186022623,-10.4951784677868
"Draba sibirica",2,99,"ussr","plant",-0.182617207115687,-1.5904853369051,-24.0778111004195
"Securigera varia",2,95,"ussr","plant",-0.150553238610748,-1.55102519663879,9.72155655992381
"Asparagus officinalis",4,184,"ussr","plant",0.00599596143426979,-1.30535686998789,11.7177127669091
"Phleum phleoides",2,92,"ussr","plant",-0.235627245162333,-1.4045778557729,4.40094133622771
"Tragopogon orientalis",2,91,"ussr","plant",-0.0536627591367363,-0.641335960857523,1.86868539607703
"Leontodon hispidus",2,96,"ussr","plant",-0.195171798000243,-0.769893685073637,6.66451694190857
"Carex humilis",2,99,"ussr","plant",-0.122539892848392,-1.76271325582141,-24.8278111004195
"Galium verum s.l.",2,103,"ussr","plant",-0.0516465899260974,-1.32758917329759,5.86803168113759
"Veratrum nigrum",2,105,"ussr","plant",-0.0902989659146495,-0.892879830104697,29.2115135183169
"Stachys recta",2,105,"ussr","plant",-0.178187257250004,-1.57035307361997,5.67447648127987
"libanotis pyrenaica",4,202,"ussr","plant",-0.09922501552184,-1.10751454697526,9.6845824961748
"Vincetoxicum hirundinaria s.l.",2,91,"ussr","plant",-0.137055313073452,-2.05599583862861,14.3619286393203
"Festuca valesiaca s.l.",2,100,"ussr","plant",-0.139904128057587,-1.44031509247322,-1.42612027916343
"Plantago media s.l.",2,99,"ussr","plant",-0.144066332058545,-1.03061273405612,-10.7481814707898
"Adonis vernalis",5,235,"ussr","plant",-0.0337732562681636,-1.66470226792216,-15.7935936386949
"Thymus pulegioides",2,101,"ussr","plant",-0.150297255084716,-1.30063052927268,-1.78994664021458
"Pontechium maculatum",2,84,"ussr","plant",-0.310378752233527,-1.22759838983736,-0.319940730049098
"Podospermum purpureum",2,102,"ussr","plant",-0.121938463570152,-0.7787192507618,2.88029075143239
"Koeleria cristata",2,95,"ussr","plant",-0.161346675317934,-1.58731725771431,-0.374875237727508
"Paeonia tenuifolia",2,71,"ussr","plant",-0.221605786912434,-0.507500881439534,-11.4218479602458
"Vicia tenuifolia",2,107,"ussr","plant",-0.0626804989779421,-1.07884465208746,-1.97057839601695
"Trinia multicaulis",2,103,"ussr","plant",-0.0114788589995679,-0.725511841212366,-2.42561911251319
"Anthyllis vulneraria",2,99,"ussr","plant",-0.162294041800225,-1.13491463966795,-3.11114443375281
"Geranium sanguineum",3,126,"ussr","plant",-0.252028781368464,-1.46457295465882,5.73988077430094
"Trifolium montanum",2,106,"ussr","plant",-0.0606426448955689,-0.692586245554416,0.42845670584834
"Onobrychis arenaria",2,103,"ussr","plant",-0.0671592081223737,-1.11709187518896,-2.85230089633783
"Campanula persicifolia",2,98,"ussr","plant",-0.167577626839902,-1.0360474116025,2.76107778846942
"Calamagrostis epigeios",1,42,"ussr","plant",-0.111488170558688,-0.911064150195058,-6.28082276332438
"Trifolium alpestre",2,101,"ussr","plant",-0.0994062036035286,-0.750313017744006,5.54259867105414
"Bunias orientalis",2,104,"ussr","plant",-0.180671785284512,-0.892387367962034,-6.03003332264169
"Anthericum ramosum",2,107,"ussr","plant",-0.225485252571218,-1.4585554463937,23.1522378164219
"Potentilla alba",2,96,"ussr","plant",-0.205349471645222,-1.46701178153198,-18.1430387018691
"Euphorbia semivillosa",2,107,"ussr","plant",-0.202158680212844,-0.610529247919864,-4.41956511858858
"Falcaria vulgaris",2,107,"ussr","plant",-0.00647686077975623,-1.57660574900124,19.7352217437454
"Pedicularis kaufmannii",2,108,"ussr","plant",-0.200152468076997,-0.712436418896363,0.279596306987948
"Eremogone micradenia",2,96,"ussr","plant",-0.198252331538688,-1.18575934430273,-9.59209681470517
"Avenula pubescens",2,92,"ussr","plant",-0.165128151150494,-0.910868223226917,-2.88387195081993
"Jurinea arachnoidea",4,199,"ussr","plant",-0.0642487261634514,-1.02445492245844,-9.46695526797063
"Rubus chamaemorus",9,313,"ussr","plant",-0.200488269229103,-1.4992430422356,-4.39460132522688
